ANIMAL	YEAR	AGE	REPLAST	YOUNG	MYEARL	FYEARL	MATRILINE	OTHFEM	MALEPRES	NEWMALE	YOUNGAD	OFFSPYOUNG	OLDAD	OFFSPOLD	SAMEAD	OFFSSAME	2YR	GPUP	MYOUNGAM	FYOUNGAM	MYEARLAM	FYEARLAM	FADAM	MYEARLAG	FYEARLAG	FADAG	MYEARLAMNK	FYEARLAMNK	FADAMNK	MYEARLAGNK	FYEARLAGNK	FADAGNK	COLONY	ELEV	RESIDENT	FSNOWF	LSNOWF	FSNOWC	LSNOWC	LWINT1	LWINT2	GROWSEAS1	GROWSEAS2	SEPMAYPRECIP	JUNEPRECIP	JULYPRECIP	AUGPRECIP	JUNJULPRECIP	JULAUGPRECIP	JUNAUGPRECIP	TEMPSEPTNOV	TEMPJUNAUG	MATDOM	ADFEMDOM
141	1994	5	0	0	0	0	4	5	TRUE	TRUE	0	0	1	0	2	6	0	0	0	0.004	NA	NA	0.011	NA	NA	0.002	NA	NA	0	NA	NA	0.001	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	58	9
141	1995	6	0	0	0	0	3	2	TRUE	TRUE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	0	0	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	28	9
143	1991	2	NA	0	0	0	5	5	FALSE	FALSE	0	0	1	0	3	0	0	0	NA	NA	0	0	0.039000001	0	0	0	NA	NA	0	NA	NA	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
143	1992	3	0	0	0	0	5	4	FALSE	FALSE	1	0	1	0	2	0	0	0	NA	NA	NA	NA	0.056000002	NA	NA	0	NA	NA	0	NA	NA	0.007	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
143	1993	4	0	1	0	0	4	3	TRUE	FALSE	0	0	1	3	2	0	0	0	0.01	0.01	NA	NA	0.022	NA	NA	0.011	NA	0	0	NA	0.012	0	1	2867	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
143	1994	5	1	2	1	0	4	5	TRUE	TRUE	0	0	1	0	2	3	0	0	0.008	0.041000001	NA	NA	0.016000001	NA	NA	0.017999999	NA	NA	0	NA	NA	0.003	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
143	1995	6	1	0	0	0	3	2	TRUE	FALSE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	0.082000002	NA	NA	0	0	0	0	0	0	0	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
143	1996	7	0	0	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.097999997	NA	NA	0	0	0	0	0	0	0	1	2867	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
143	1997	8	0	1	0	0	2	3	TRUE	FALSE	0	0	0	0	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
143	1998	9	1	0	1	0	2	5	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	0	0	0.071000002	0	0	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
143	1999	10	0	0	0	0	2	5	TRUE	FALSE	0	0	0	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
144	2003	2	NA	0	0	0	5	2	TRUE	FALSE	0	0	3	10	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
144	2004	3	0	0	0	0	5	2	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
145	2003	2	NA	0	0	0	5	2	TRUE	FALSE	0	0	3	10	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
145	2004	3	0	0	0	0	5	2	TRUE	FALSE	1	5	2	11	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
148	1991	2	NA	0	0	0	5	5	FALSE	FALSE	0	0	1	0	3	0	0	0	NA	NA	0.035	0.079999998	0.039000001	0	0	0	NA	NA	0	NA	NA	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	61	2
151	1999	2	NA	0	0	0	7	2	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
151	2000	3	0	0	0	0	5	0	TRUE	FALSE	1	0	1	3	2	4	0	0	NA	NA	NA	NA	0.048	NA	NA	0	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
151	2001	4	0	0	0	0	3	1	TRUE	TRUE	0	0	0	0	2	5	0	0	0.014	0	NA	0	0.089000002	NA	0	0.005	NA	0	0	NA	0.063000001	0.052999999	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
151	2002	5	0	2	0	0	3	2	TRUE	FALSE	0	0	0	0	2	5	0	0	NA	NA	0	0	0.107000001	0	0.048	0	NA	NA	0	NA	0.063000001	0	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
151	2003	6	1	4	0	0	5	2	TRUE	FALSE	2	0	0	0	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
159	2004	2	NA	4	0	0	2	NA	TRUE	FALSE	0	0	0	0	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
160	2004	2	NA	2	0	0	5	2	TRUE	FALSE	0	0	3	14	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
172	1967	2	NA	1	0	0	4	0	TRUE	FALSE	0	0	1	6	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
172	1968	3	1	0	3	0	2	1	TRUE	FALSE	0	0	0	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
172	1969	4	0	0	0	0	2	0	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
177	1989	2	NA	0	0	0	2	4	TRUE	FALSE	0	0	1	4	0	0	0	0	NA	NA	0	0	0.005	0	0	0.016000001	0	0	0	0	0	0	1	2867	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	39	19
177	1990	3	0	0	0	0	2	4	TRUE	FALSE	0	0	1	2	0	0	0	0	NA	NA	NA	0	0	NA	0.043000001	0.007	NA	NA	0	NA	NA	0	1	2867	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	28	0
177	1991	4	0	0	0	0	2	9	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	0	NA	NA	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	0
177	1992	5	0	0	0	0	1	8	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	9
179	1967	2	NA	0	0	0	4	0	TRUE	TRUE	0	0	1	6	2	9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
185	1967	2	NA	2	0	0	4	0	TRUE	TRUE	0	0	1	6	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
185	1968	3	1	5	1	1	2	1	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
185	1969	4	1	0	0	1	2	0	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
188	1967	2	NA	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.111000001	0	0	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
190	1964	2	NA	0	0	0	2	4	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0.219999999	0	0	0.011	0	0.013	0.005	1	2867	1	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
190	1965	3	0	3	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	3	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
190	1966	4	1	3	2	3	1	0	TRUE	FALSE	0	0	0	0	0	0	1	1	NA	NA	0	0.024	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1	2867	1	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
190	1967	5	1	2	3	2	4	0	TRUE	FALSE	3	9	0	0	0	0	1	0	NA	NA	0	0	0.017000001	0.022	0	0	NA	NA	NA	NA	NA	NA	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
190	1968	6	1	0	2	1	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.125	0	0.125	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
190	1969	7	0	3	0	0	2	0	TRUE	FALSE	1	0	0	0	0	0	1	0	0	0	NA	NA	0.144999996	NA	NA	0	NA	NA	NA	NA	NA	NA	1	2867	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
191	1989	2	NA	0	0	0	4	2	TRUE	FALSE	0	0	0	0	3	0	0	0	NA	NA	NA	NA	0.014	NA	NA	0.014	0	0	NA	0	0	NA	1	2867	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	23	26
191	1990	3	0	0	0	0	2	4	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.050000001	NA	NA	0	NA	0	0	NA	0.005	0	1	2867	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	47	8
191	1991	4	0	0	0	0	2	6	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	0.004	0	0	0	0	0.017999999	0.006	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	0	10
191	1992	5	0	7	0	0	1	6	TRUE	TRUE	0	0	0	0	0	0	3	20	NA	0.028000001	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	23
191	1993	6	1	0	0	6	1	5	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	0.006	NA	NA	0.001	NA	NA	NA	0	NA	NA	0.001	1	2867	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	17
191	1994	7	0	0	0	0	4	4	TRUE	TRUE	3	4	0	0	0	0	0	0	NA	NA	NA	NA	0.048	NA	NA	0.007	0	0	0	0	0	0.001	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	52	11
191	1995	8	0	3	0	0	2	3	TRUE	FALSE	1	5	0	0	0	0	2	0	NA	NA	NA	NA	0.041000001	NA	NA	0	NA	0.050999999	0	NA	0	0	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	35	3
191	1996	9	1	3	2	2	2	2	TRUE	FALSE	1	6	0	0	0	0	1	2	0.007	0	0.02	0.048999999	0.059	0.02	0.048999999	0	NA	NA	0	NA	NA	0	1	2867	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	47	2
191	1997	10	1	3	1	2	3	2	TRUE	FALSE	2	7	0	0	0	0	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
191	1998	11	1	2	2	3	5	2	TRUE	FALSE	4	4	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
194	1989	2	NA	0	0	0	4	2	TRUE	FALSE	0	0	0	0	3	0	0	0	NA	NA	0	0	0.009	0	0	0.007	0	0	0	0	0	0	1	2867	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	NA	NA
194	1990	3	0	0	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	0	0.021	NA	0	0	NA	NA	0	NA	NA	0	1	2867	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	NA	NA
194	1991	4	0	0	0	0	2	2	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.017999999	NA	NA	0.017999999	0	0	0	0	0	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
194	1992	5	0	0	0	0	2	1	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
194	1993	6	0	1	0	0	2	1	TRUE	TRUE	0	0	0	0	1	3	1	18	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	0.001	0	1	2867	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
205	1999	2	NA	0	0	0	7	2	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
210	1999	2	NA	0	0	0	7	0	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
214	1964	2	NA	0	0	0	2	4	TRUE	TRUE	0	0	1	0	0	0	0	0	NA	NA	NA	NA	0.016000001	NA	NA	0.037999999	NA	NA	NA	NA	NA	NA	1	2867	1	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
214	1965	3	0	2	0	0	1	3	TRUE	TRUE	0	0	0	0	0	0	1	0	NA	NA	NA	NA	0.014	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
216	1968	2	NA	1	0	0	1	2	TRUE	FALSE	0	0	0	0	0	0	1	2	NA	NA	0.02	0	NA	0.034000002	0	NA	0	0	0	0	0	0	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
234	1964	2	NA	0	0	0	2	4	TRUE	TRUE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	0.022	0	0	0	0	0	0.011	1	2867	1	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
234	1965	3	0	0	0	0	1	3	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.005	1	2867	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
234	1966	4	1	3	1	0	1	0	TRUE	FALSE	0	0	0	0	0	0	2	0	NA	NA	0.025	NA	NA	0.013	NA	NA	0	0	NA	0	0.032000002	NA	1	2867	1	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
234	1967	5	1	4	2	2	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0.021	0.032000002	NA	0.011	0	NA	0	0	0	0.067000002	0.067000002	0	1	2867	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
245	1992	2	NA	0	0	0	5	2	FALSE	FALSE	0	0	4	0	0	0	0	0	NA	NA	NA	NA	0.024	NA	NA	0.003	NA	NA	0	NA	NA	0	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
249	1968	2	NA	0	0	0	2	1	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	0	NA	NA	0	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
249	1969	3	0	0	0	0	NA	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
249	1970	4	0	0	0	0	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	0.009	0.035	NA	NA	NA	NA	NA	NA	NA	0	0.017000001	NA	0	0.011	1	2867	1	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
249	1971	5	0	0	0	0	NA	NA	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	283	129	312	101	211	154	187	125	22.79999924	1.769999981	2.420000076	2.269999981	4.190000057	4.690000057	6.460000038	35.5	56.29999924	NA	NA
249	1972	6	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0.286000013	0	NA	1	2867	1	260	104	319	98	209	144	218	28	17.89999962	0.349999994	1.75999999	1.549999952	2.109999895	3.309999943	3.660000086	37.20000076	54.5	NA	NA
250	1968	2	NA	0	0	0	2	1	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0.025	0	0.002	1	2867	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
253	1970	2	NA	2	0	0	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	0.035	0.061000001	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	2867	1	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
253	1971	3	1	0	1	2	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	0.326999992	0.224000007	NA	0	0	NA	NA	NA	0	NA	NA	0	1	2867	1	283	129	312	101	211	154	187	125	22.79999924	1.769999981	2.420000076	2.269999981	4.190000057	4.690000057	6.460000038	35.5	56.29999924	NA	NA
263	1970	3	NA	0	0	0	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013	NA	NA	0.013	1	2867	0	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
263	1971	4	0	0	0	0	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	0.363999993	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	2867	0	283	129	312	101	211	154	187	125	22.79999924	1.769999981	2.420000076	2.269999981	4.190000057	4.690000057	6.460000038	35.5	56.29999924	NA	NA
265	1989	2	NA	0	0	0	4	2	TRUE	FALSE	0	0	0	0	3	0	0	0	NA	NA	NA	NA	0.018999999	NA	NA	0.041999999	0	0	NA	0	0	NA	1	2867	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	19	20
265	1990	3	0	0	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.050000001	NA	NA	0.014	NA	0.005	NA	NA	0.005	NA	1	2867	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	47	0
265	1991	4	0	0	0	0	2	7	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	0	44
269	1989	2	NA	0	0	0	4	2	TRUE	FALSE	0	0	0	0	3	0	0	0	NA	0.012	NA	NA	0.006	NA	NA	0.014	0	0.090999998	0	0	0	0	1	2867	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	24	15
269	1990	3	0	0	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.024	NA	NA	0	NA	NA	0	NA	NA	0	1	2867	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	50	0
